food;ingredients;category;kitchen;food_url
Пицца с колбасой и маслинами на сковороде за 10 минут;сметана, майонез, пшеничная мука, куриное яйцо, сыр;Паста и пицца;Пицца с колбасой;https://eda.ru/recepty/pasta-picca/picca-s-kolbasoy-i-maslinami-na-skovorode-za-10-minut-33245
Паста с чесноком, гребешками и рукколой;паста «волосы ангела», гребешки с икрой, оливковое масло, чеснок, белое сухое вино, рукола, лимонный сок, листья кинзы (кориандра);Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-chesnokom-grebeshkami-rukkoloj-19455
Паста с чернилами каракатицы с морепродуктами в сливочном соусе;морские гребешки, черные спагетти , королевские креветки, чеснок, оливковое масло extra virgin, рукола, сливки 20%-ные, соль, базилик, орегано, коктейль из морепродуктов, смесь перцев, помидоры черри;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-chernilami-karakatici-s-moreproduktami-v-slivochnom-souse-45708
Мини пицца на лаваше в микроволновке;армянский лаваш, кетчуп, колбаса, петрушка, сыр;Паста и пицца;Русская кухня;https://eda.ru/recepty/pasta-picca/mini-picca-na-lavashe-v-mikrovolnovke-44753
Паста с курицей, помидорами и авокадо;паста, помидоры черри, куриное филе, укроп, молотый черный перец, оливковое масло, сыр, рукола, авокадо;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kuricej-pomidorami-i-avokado-38382
Сливочная томатная паста с чесноком;паста, томатная паста , сливки 30%-ные, базилик, зелень, морская соль, молотый черный перец, сыр, оливковое масло, чеснок;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/slivochnaja-tomatnaja-pasta-s-chesnokom-34173
Паста с курицей, соусом песто и кедровыми орешками;помидоры черри, чеснок, оливковое масло, паста феттучини, песто, куриное филе, зеленый базилик , карри, молотый кайенский  перец, молотый черный перец, укроп, кедровые орехи, тертый сыр пармезан ;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kuricej-sousom-pesto-i-kedrovimi-oreshkami-35954
Паста со спаржей;макароны, белая спаржа, оливковое масло, чеснок, красный стручковый перец, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-so-sparzhej-15385
Рыбная паста с тунцом, сельдереем и базиликом;паста, консервированный тунец в собственном соку, репчатый лук, чеснок, сельдерей, зелень, мускатный орех, соль, лимонный сок, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/ribnaja-pasta-s-tuncom-seldereem-bazilikom-24849
Запеченая паста с сыром, ветчиной и горошком;сливочное масло, паста фарфалле (бабочки), пшеничная мука, сухая горчица, молоко, сливки 20%-ные, замороженный зеленый горошек , сыр чеддер, крекеры, ветчина, соль;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/zapechenaja-pasta-s-sirom-vetchinoj-goroshkom-23522
Паста с морскими гадами;спагетти, морепродукты, сливки, соевый соус, чеснок, тертый твердый сыр;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-morskimi-gadami-39277
Пицца на сковороде за 10 минут;сметана, майонез, куриное яйцо, пшеничная мука, копченая колбаса, шампиньоны, помидоры, свиное филе, сыр, томатилло, орегано, чеснок, соль, молотый красный перец, сливочное масло, растительное масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-na-skovorode-za-10-minut-80356
Паста нери с морепродуктами в сливочном соусе;черные спагетти , мидии, очищенные королевские креветки , сливки, чеснок, твердый сыр, листья базилика, сыр дорблю, помидоры черри, крупная соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-neri-s-moreproduktami-v-slivochnom-souse-50977
Паста «Песто Вердуре»;сладкий перец, свежие шампиньоны, куриный бульон, красное сухое вино, сыр пармезан, паста пенне, цукини, песто, рукола, сушеные помидоры;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-pesto-verdure-40552
Паста с рукколой и анчоусами;паста, помидоры, рукола, чеснок, анчоусы, сыр пармезан, соль, молотый черный перец, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-rukkoloj-anchousami-24851
Паста карбонара с трюфелем;бекон, спагетти из твердых сортов пшеницы, сливки, яичный желток, молотый черный перец, молотый мускатный орех, соль, тертый сыр пармезан ;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-karbonara-s-trufelem-151978
Паста со слабосоленым лососем в томатно-сливочном соусе;паста, слабосоленый лосось, томатная паста , сливки 30%-ные, соль, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-so-slabosolenim-lososem-v-tomatno-slivochnom-souse-18606
Паста карбонара с тыквой и шалфеем;паста, копченый бекон , тыква, чеснок, измельченные листья шалфея, свежемолотый черный перец, яичный желток, сливки 40%-ные, тертый сыр пармезан ;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-karbonara-s-tikvoj-shalfeem-25373
Греческие макароны с гребешками в сливочном соусе;паста орзо, твердый сыр, сливки 33%-ные, сливочное масло, лук-порей, гребешки, помидоры черри, белое сухое вино, оливковое масло, черные кунжутные семечки , соль;Паста и пицца;Греческая кухня;https://eda.ru/recepty/pasta-picca/grecheskie-makarony-s-grebeshkami-v-slivochnom-souse-93843
Паста с тунцом и каперсами;паста, каперсы, тунец, оливковое масло, репчатый лук, чеснок, соль, молотый черный перец, помидоры в собственном соку;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-tuncom-kapersami-18507
Пицца с кальмарами и креветками на тонком тесте из двух сортов муки;пшеничная мука, мука грубого помола, вода, куриное яйцо, сахар, оливковое масло, очищенные креветки, кальмары, томатный соус с базиликом и чесноком, свежие дрожжи, оливки без косточек, сыр моцарелла, зеленый лук, тертый сыр пармезан , лимон, соль, сушеный орегано, молотый черный перец, белое сухое вино;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kalmarami-i-krevetkami-na-tonkom-teste-iz-dvuh-sortov-muki-32389
Паста яичная;пшеничная мука, куриное яйцо, морская соль, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-yaichnaya-29649
Паста со свекольным соусом;спагетти, свекла, белое сухое вино, оливковое масло, репчатый лук;Паста и пицца;Армянская кухня;https://eda.ru/recepty/pasta-picca/pasta-so-svekolnim-sousom-24248
Пицца с ветчиной, перцем чили и луком;тесто для пиццы, репчатый лук, красный перец чили, прошутто, сыр грана-падано, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-vetchinoj-percem-chili-i-lukom-55495
Паста с фаршем и баклажанами;макароны, фарш, баклажаны, помидоры, лук, чеснок, специи, соль, базилик, растительное масло, томатный соус;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-farshem-i-baklazhanami-42251
Пряная паста с курицей и помидорами;оливковое масло, куриная грудка, репчатый лук, макароны, мелко рубленный чеснок, помидоры черри, куриный бульон, лимон, сушеный базилик, молотый черный перец, красный перец хлопьями, соль, сыр моцарелла, вода;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/prjanaja-pasta-s-kuricej-i-pomidorami-44828
Паста с мидиями и креветками в медовом соусе;креветки, королевские креветки, сушеный тимьян, консервированные мидии, сушеный орегано, помидоры, помидоры черри, сыр пармезан, спагетти, молотый черный перец, соль, корица, мед, соевый соус;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-midijami-krevetkami-v-medovom-souse-26537
Жареные макароны с томлеными помидорами;макароны, помидоры, растительное масло, соль, свежемолотый черный перец, вода, сливочное масло;Паста и пицца;Армянская кухня;https://eda.ru/recepty/pasta-picca/zharennye-makarony-s-tomlenymi-pomidorami-173692
Паста примавера со спаржей и шампиньонами;оливковое масло, чеснок, красный сладкий перец, молодая спаржа, свежие шампиньоны, помидоры черри, куриный бульон, молоко, пшеничная мука, соль, молотый черный перец, тертый сыр пармезан , паста лингвини, рубленая петрушка, измельченные листья базилика;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-primavera-so-sparzhej-i-shampinonami-29012
Паста с курицей, помидорами и авокадо;паста, помидоры черри, куриное филе, укроп, молотый черный перец, оливковое масло, сыр, рукола, авокадо;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kuricej-pomidorami-i-avokado-38382
Сливочная томатная паста с чесноком;паста, томатная паста , сливки 30%-ные, базилик, зелень, морская соль, молотый черный перец, сыр, оливковое масло, чеснок;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/slivochnaja-tomatnaja-pasta-s-chesnokom-34173
Паста с курицей, соусом песто и кедровыми орешками;помидоры черри, чеснок, оливковое масло, паста феттучини, песто, куриное филе, зеленый базилик , карри, молотый кайенский  перец, молотый черный перец, укроп, кедровые орехи, тертый сыр пармезан ;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kuricej-sousom-pesto-i-kedrovimi-oreshkami-35954
Паста с соусом из авокадо;паста, лимон, базилик, оливковое масло, тертый сыр пармезан , соль, молотый черный перец, креветки, помидоры черри, авокадо;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-sousom-iz-avokado-39122
Мини пицца на лаваше в микроволновке;армянский лаваш, кетчуп, колбаса, петрушка, сыр;Паста и пицца;Русская кухня;https://eda.ru/recepty/pasta-picca/mini-picca-na-lavashe-v-mikrovolnovke-44753
Паста со спаржей;макароны, белая спаржа, оливковое масло, чеснок, красный стручковый перец, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-so-sparzhej-15385
Паста с чернилами каракатицы с морепродуктами в сливочном соусе;морские гребешки, черные спагетти , королевские креветки, чеснок, оливковое масло extra virgin, рукола, сливки 20%-ные, соль, базилик, орегано, коктейль из морепродуктов, смесь перцев, помидоры черри;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-chernilami-karakatici-s-moreproduktami-v-slivochnom-souse-45708
Пицца на сковороде за 10 минут;сметана, майонез, куриное яйцо, пшеничная мука, копченая колбаса, шампиньоны, помидоры, свиное филе, сыр, томатилло, орегано, чеснок, соль, молотый красный перец, сливочное масло, растительное масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-na-skovorode-za-10-minut-80356
Летняя паста с соусом из томатов и базилика;морковь, лук, помидоры, томатная паста , сливки, вода, базилик, тертый сыр пармезан , соль, макароны, свежий перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/letnjaja-pasta-s-sousom-iz-tomatov-bazilika-28632
Домашняя паста с белыми грибами;пшеничная мука, мука семола, куриное яйцо, соль, отварные белые грибы, чеснок, оливковое масло, сливки 20%-ные, тимьян, зеленый базилик , сыр;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/domashnyaya-pasta-s-belymi-gribami-152835
Запеченая паста с сыром, ветчиной и горошком;сливочное масло, паста фарфалле (бабочки), пшеничная мука, сухая горчица, молоко, сливки 20%-ные, замороженный зеленый горошек , сыр чеддер, крекеры, ветчина, соль;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/zapechenaja-pasta-s-sirom-vetchinoj-goroshkom-23522
Паста карбонара с шампиньонами;спагетти, бекон, сливки 20%-ные, сыр пармезан, яичный желток, чеснок, шампиньоны, оливковое масло, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-karbonara-s-shampinonami-136661
Паста фарфалле ди острика деликато;вешенки, паста фарфалле (бабочки), репчатый лук, куриная грудка, сливки 20%-ные, соевый соус, молотый черный перец, соль, горчица;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-farfalle-di-ostrika-delikato-35910
Пицца с кальмарами и креветками на тонком тесте из двух сортов муки;пшеничная мука, мука грубого помола, вода, куриное яйцо, сахар, оливковое масло, очищенные креветки, кальмары, томатный соус с базиликом и чесноком, свежие дрожжи, оливки без косточек, сыр моцарелла, зеленый лук, тертый сыр пармезан , лимон, соль, сушеный орегано, молотый черный перец, белое сухое вино;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kalmarami-i-krevetkami-na-tonkom-teste-iz-dvuh-sortov-muki-32389
Паста с креветками и сметанным соусом;сметана 20%-ная, тертый сыр, соль, молотый черный перец, вареные креветки, паста, лимонный сок;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-krevetkami-i-smetannim-sousom-42424
Сырно-мясная запеченная паста;фарш, макароны, российский сыр, сыр пармезан, сливки, мускатный орех, паприка, репчатый лук, чеснок, оливковое масло, томатная паста , корица, гвоздика;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/sirno-mjasnaja-zapechennaja-pasta-43644
Паста с курицей и брокколи;паста, капуста брокколи, куриное филе, сливки, сыр;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kuricey-i-brokkoli-93548
Пицца с ветчиной, перцем чили и луком;тесто для пиццы, репчатый лук, красный перец чили, прошутто, сыр грана-падано, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-vetchinoj-percem-chili-i-lukom-55495
Сливочная паста с креветками;креветки, плавленый сыр, сливки, соль, прованские травы, лук, чеснок, паста со шпинатом;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/slivochnaja-pasta-s-krevetkami-48393
Черно-оранжевая хеллоуин-паста;тыква баттернат-сквош, оранжевый сладкий перец, чеснок, листья тмина, молотый перец чили, оливковое масло, черные спагетти , маслины без косточек, тертый сыр пармезан ;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/cherno-oranzhevaja-hellouin-pasta-18836
Паста с морепродуктами и луком;спагетти из твердых сортов пшеницы, репчатый лук, чеснок, консервированные помидоры, морской коктейль, паприка;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-moreproduktami-i-lukom-125261
Пицца «четыре сезона» с мидиями и анчоусами;мука для пиццы, свежие дрожжи, оливковое масло, соленые анчоусы в масле, мидии, помидоры, оливки, ветчина, сыр моцарелла, артишоки, маслины без косточек, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-chetire-sezona-s-midijami-i-anchousami-54241
Вегетарианская пицца на французском хлебе;французский хлеб, твердый тофу, томатная паста , оливковое масло, соус тамари, укроп, сушеный орегано, мелко рубленный чеснок, кайенский перец, соль, молотый черный перец;Паста и пицца;Веганская еда;https://eda.ru/recepty/pasta-picca/vegetarianskaya-picca-na-francuzskom-hlebe-57616
Тесто для пиццы дрожжевое в мультиварке;пшеничная мука, вода, сахар, сухие дрожжи, соль, оливковое масло;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/testo-dlya-piccy-drozhzhevoe-v-multivarke-80796
Паста карбонара с гуанчиале;спагетти, гуанчиале, тертый сыр пармезан , яичный желток, чеснок, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-karbonara-s-guanchiale-125793
Паста с креветками и сметанным соусом;сметана 20%-ная, тертый сыр, соль, молотый черный перец, вареные креветки, паста, лимонный сок;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-krevetkami-i-smetannim-sousom-42424
Макароны с сыром и оливковым маслом;макароны, сыр, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/makarony-s-syrom-i-olivkovym-maslom-15148
Сырно-мясная запеченная паста;фарш, макароны, российский сыр, сыр пармезан, сливки, мускатный орех, паприка, репчатый лук, чеснок, оливковое масло, томатная паста , корица, гвоздика;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/sirno-mjasnaja-zapechennaja-pasta-43644
Паста с курицей и брокколи;паста, капуста брокколи, куриное филе, сливки, сыр;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kuricey-i-brokkoli-93548
Мини пицца на лаваше в микроволновке;армянский лаваш, кетчуп, колбаса, петрушка, сыр;Паста и пицца;Русская кухня;https://eda.ru/recepty/pasta-picca/mini-picca-na-lavashe-v-mikrovolnovke-44753
Сливочная паста с креветками;креветки, плавленый сыр, сливки, соль, прованские травы, лук, чеснок, паста со шпинатом;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/slivochnaja-pasta-s-krevetkami-48393
Черно-оранжевая хеллоуин-паста;тыква баттернат-сквош, оранжевый сладкий перец, чеснок, листья тмина, молотый перец чили, оливковое масло, черные спагетти , маслины без косточек, тертый сыр пармезан ;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/cherno-oranzhevaja-hellouin-pasta-18836
Паста с морепродуктами и луком;спагетти из твердых сортов пшеницы, репчатый лук, чеснок, консервированные помидоры, морской коктейль, паприка;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-moreproduktami-i-lukom-125261
Паста карбонара с беконом (Pasta Carbonara);спагетти из твердых сортов пшеницы, сливки 20%-ные, бекон, яичный желток, оливковое масло, тертый сыр пармезан ;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-karbonara-s-bekonom-pasta-carbonara-38721
Паста карбонара с гуанчиале;спагетти, гуанчиале, тертый сыр пармезан , яичный желток, чеснок, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-karbonara-s-guanchiale-125793
Паста с рагу из баранины и овощей;молотый черный перец, баранина, чеснок, помидоры, оливковое масло, красный сладкий перец, лавровый лист, соль, белое сухое вино, паста, овощной бульон;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-ragu-iz-baranini-ovoschej-20275
Сырная паста, запеченная в духовке;панировочные сухари, оливковое масло, соль, молотый черный перец, тертый сыр пармезан , чеснок, орегано, помидоры в собственном соку, красный перец хлопьями, вода, базилик, сыр моцарелла, консервированный красный перец, баклажаны, паста фузилли;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/sirnaja-pasta-zapechennaja-v-duhovke-35108
Пицца с кальмарами и креветками на тонком тесте из двух сортов муки;пшеничная мука, мука грубого помола, вода, куриное яйцо, сахар, оливковое масло, очищенные креветки, кальмары, томатный соус с базиликом и чесноком, свежие дрожжи, оливки без косточек, сыр моцарелла, зеленый лук, тертый сыр пармезан , лимон, соль, сушеный орегано, молотый черный перец, белое сухое вино;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-kalmarami-i-krevetkami-na-tonkom-teste-iz-dvuh-sortov-muki-32389
Пицца с ветчиной, перцем чили и луком;тесто для пиццы, репчатый лук, красный перец чили, прошутто, сыр грана-падано, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-s-vetchinoj-percem-chili-i-lukom-55495
Паста с соусом из сладкого перца;паста, базилик, свежий желтый перец, свежий красный перец, тмин, оливковое масло, чеснок, перец чили, помидоры, паста из вяленых помидоров, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-sousom-iz-sladkogo-perca-18728
Пицца «четыре сезона» с мидиями и анчоусами;мука для пиццы, свежие дрожжи, оливковое масло, соленые анчоусы в масле, мидии, помидоры, оливки, ветчина, сыр моцарелла, артишоки, маслины без косточек, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-chetire-sezona-s-midijami-i-anchousami-54241
Вегетарианская пицца на французском хлебе;французский хлеб, твердый тофу, томатная паста , оливковое масло, соус тамари, укроп, сушеный орегано, мелко рубленный чеснок, кайенский перец, соль, молотый черный перец;Паста и пицца;Веганская еда;https://eda.ru/recepty/pasta-picca/vegetarianskaya-picca-na-francuzskom-hlebe-57616
Тесто для пиццы дрожжевое в мультиварке;пшеничная мука, вода, сахар, сухие дрожжи, соль, оливковое масло;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/testo-dlya-piccy-drozhzhevoe-v-multivarke-80796
Пенне болоньезе паста;паста пенне, говядина, сыр пармезан, стебель сельдерея, лук-шалот, морковь, чеснок, тимьян, помидоры в собственном соку, петрушка, орегано, сливочное масло, белое сухое вино, оливковое масло;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/penne-boloneze-pasta-39131
Пицца на сковороде с овощами и тофу;цельнозерновая мука, пшеничная закваска, вода, соль, оливковое масло, сахар, томатный соус, цукини, тофу, карри;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/picca-na-skovorode-s-ovoschami-i-tofu-139376
Как варить макароны?;макароны, соль, вода;Паста и пицца;Пошаговые рецепты;https://eda.ru/recepty/pasta-picca/kak-varit-makarony-174807
Пицца на сковороде за 10 минут;сметана, майонез, куриное яйцо, пшеничная мука, копченая колбаса, шампиньоны, помидоры, свиное филе, сыр, томатилло, орегано, чеснок, соль, молотый красный перец, сливочное масло, растительное масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/picca-na-skovorode-za-10-minut-80356
Домашняя паста с белыми грибами и сморчками;белые грибы, сморчки, лук-шалот, грибной бульон, сливки, тертый сыр пармезан , соль, молотый черный перец, микросалат, оливковое масло, яичный желток, мука для пасты;Паста и пицца;Авторская кухня;https://eda.ru/recepty/pasta-picca/domashnyaya-pasta-s-belymi-gribami-i-smorchkami-152465
Паста с сливочным сыром и шпинатом;макароны, репчатый лук, шпинат, чеснок, сливочный сыр, сушеный тимьян, оливковое масло, молотый черный перец, соль;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-slivochnim-sirom-i-shpinatom-51506
Паста «Мексиканец» с соусом сальса;паста фузилли, сладкий перец, лук, чеснок, перец чили, консервированная кукуруза, красная консервированная фасоль, помидоры, бульон, пшеничная мука, оливковое масло;Паста и пицца;Французская кухня;https://eda.ru/recepty/pasta-picca/pasta-meksikanec-s-sousom-salsa-43638
Паста с кабачком, петрушкой и креветками;паста, креветки, кабачки, петрушка, сливки, оливковое масло, соль, молотый душистый перец;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kabachkom-petrushkoj-i-krevetkami-47185
Паста с шампиньонами и ветчиной;яичная лапша, репчатый лук, чеснок, свежие шампиньоны, ветчина, сливки 25%-ные, тертый сыр, куриное яйцо, укроп, сливочное масло;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-shampinonami-i-vetchinoj-34123
Быстрая паста болоньезе;говяжий фарш, чеснок, томатная паста , помидоры, говяжий бульон, смесь итальянских трав, паста пенне, листья базилика, свежие грибы;Паста и пицца;Паста с грибами;https://eda.ru/recepty/pasta-picca/bystraya-pasta-boloneze-56250
Паста с морепродуктами в томатном соусе;чеснок, оливковое масло, паста, томатное пюре, сливки 20%-ные, коктейль из морепродуктов, репчатый лук, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-moreproduktami-v-tomatnom-souse-44371
Паста с кабачком, петрушкой и креветками;паста, креветки, кабачки, петрушка, сливки, оливковое масло, соль, молотый душистый перец;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kabachkom-petrushkoj-i-krevetkami-47185
Быстрая паста болоньезе;говяжий фарш, чеснок, томатная паста , помидоры, говяжий бульон, смесь итальянских трав, паста пенне, листья базилика, свежие грибы;Паста и пицца;Паста с грибами;https://eda.ru/recepty/pasta-picca/bystraya-pasta-boloneze-56250
Паста с тушенкой и болгарским перцем;говяжья тушенка, сладкий перец, томатная паста , молотый черный перец, молотый красный перец, шпинат, лук, чеснок, твердый сыр, спагетти;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-tushenkoj-i-bolgarskim-percem-48391
Паста с острым томатным соусом;спагетти, консервированные помидоры, чеснок, красный стручковый перец, оливковое масло, соль, молотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-ostrim-tomatnim-sousom-15464
Паста с лисичками в сливочном соусе;паста паккери, лисички, сливки 33%-ные, яичный желток, свежий тимьян, морская соль, молотый черный перец, петрушка;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-lisichkami-v-slivochnom-souse-151295
Паста с форелью в сливочном соусе с базиликом;слабосоленая форель, сливки 20%-ные, паста гомити (рожки), пшеничная мука, соль, измельченные листья базилика;Паста и пицца;Югославская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-forelju-v-slivochnom-souse-s-bazilikom-28435
Паста с тремя видами чеснока;чеснок, крупная соль, свежемолотый черный перец, спагетти, оливковое масло extra virgin, белое сухое вино, рубленая петрушка, красный перец хлопьями, тертый сыр пармезан ;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-tremja-vidami-chesnoka-29404
Паста с курицей и грибами;куриное филе, спагетти, грибы, помидоры, специи, соль, молотый черный перец, майонез, томатная паста , чеснок, лук, растительное масло;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kuricej-i-gribami-47724
Лимонная паста с кедровыми орешками и тимьяном;спагетти, чеснок, измельченный свежий тимьян, оливковое масло extra virgin, лимон, обжаренные кедровые орехи, крупная соль, свежемолотый черный перец;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/limonnaja-pasta-s-kedrovimi-oreshkami-timjanom-30438
Спагетти с томатной пастой и оливками;спагетти, томатная паста , оливки без косточек, чеснок, сыр, оливковое масло;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/spagetti-s-tomatnoy-pastoy-i-olivkami-137442
Паста с мидиями;сладкий красный лук, чеснок, белое сухое вино, помидоры черри, измельченные помидоры в собственном соку , паста феттучини, замороженные мидии, мидии в ракушках, базилик, оливковое масло, молотый черный перец, соль;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-midijami-51915
Паста с креветками в сливочно-сырном соусе;очищенные креветки, сливки 10%-ные, плавленый сыр, чеснок, оливковое масло, укроп, паста;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-krevetkami-v-slivochno-sirnom-souse-35046
Паста с колбасками;колбаски, оливковое масло, красный лук, чеснок, молотый перец чили, свежие грибы, тмин, консервированные помидоры, пенне ригате, тертый сыр пармезан , соль;Паста и пицца;Итальянская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-kolbaskami-19609
Паста с сосисками, грибами и томатной пастой;паста пенне, оливковое масло, сосиски, грибы, помидоры черри, розмарин, рубленая петрушка;Паста и пицца;Европейская кухня;https://eda.ru/recepty/pasta-picca/pasta-s-sosiskami-gribami-i-tomatnoj-pastoj-56474
Паста со свекольным соусом;спагетти, свекла, белое сухое вино, оливковое масло, репчатый лук;Паста и пицца;Армянская кухня;https://eda.ru/recepty/pasta-picca/pasta-so-svekolnim-sousom-24248
Сливочная паста с водкой;оливковое масло, сливочное масло, чеснок, лук-шалот, водка, куриный бульон, консервированные помидоры, крупная соль, молотый черный перец, пенне ригате, листья базилика, сливки;Паста и пицца;Авторская кухня;https://eda.ru/recepty/pasta-picca/slivochnaja-pasta-s-vodkoj-20683
