food;ingredients;category;kitchen;food_url
Закуска из болгарского перца и курицы;курица, грецкие орехи, сладкий перец, лук, чеснок, зелень, куриное яйцо, пшеничная мука, растительное масло, яблочный уксус, лавровый лист, соль, молотый черный перец, куриный бульон;Закуски;Болгарская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-bolgarskogo-perca-i-kuricy-93446
Горячая сырно-грибная закуска с тимьяном;сливочное масло, репчатый лук, растительное масло, свежие грибы, чеснок, соль, измельченный свежий тимьян, свежемолотый черный перец, белое сухое вино, сметана, сыр рикотта, майонез, сыр моцарелла, тертый сыр пармезан ;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/gorjachaja-sirno-gribnaja-zakuska-s-timjanom-25520
Закуска из сладкого лука и кинзы;листья кинзы (кориандра), сладкий лук, зеленый лук, лайм;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-sladkogo-luka-kinzi-25830
Новогодняя закуска из лосося с имбирем;филе лосося, зеленый лук перья, корень имбиря, лайм, соевый соус, шнитт-лук, рыбный соус, кунжутное масло;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/novogodnjaja-zakuska-iz-lososja-s-imbirem-26183
Кимчи (острая корейская закуска из капусты);вода, китайская капуста, репчатый лук, китайские груши, мелко рубленный чеснок, тертый корень имбиря , соль, сахар, рыбный соус, дайкон, зеленый лук, рисовая мука, соус кимчи;Закуски;Корейская кухня;https://eda.ru/recepty/zakuski/kimchi-ostraja-korejskaja-zakuska-iz-kapusti-31701
Закуска из сыра, помидоров и лука;сыр, помидоры, лук, сметана, майонез, петрушка, уксус 3%-ный, молотый черный перец, соль;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-syra-pomidorov-i-luka-126126
Нежная закуска из запеченных помидоров;помидоры, чеснок, соль, молотый черный перец, растительное масло;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/nezhnaja-zakuska-iz-zapechennih-pomidorov-41290
Закуска из овощей гриль с рикоттой;цукини, баклажаны, репчатый лук, красный сладкий перец, зеленый сладкий перец, желтый сладкий перец, сливовидные помидоры, шампиньоны, сыр рикотта, кинза, оливковое масло, соевый соус, прованские травы, чеснок, лимон, листья эстрагона;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-ovoschey-gril-s-rikottoy-57763
Закуска из тыквы с клюквой и курагой;тыква сквош, оливковое масло extra virgin, яблочный уксус, соль, свежемолотый черный перец, курага, сушеная клюква, рубленый шнитт-лук, жареные хлопья миндаля ;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-tikvi-s-kljukvoj-kuragoj-30320
Закуска из вяленой говядины и сыра;майонез, сметана, соль, вяленая говядина, молотый черный перец, репчатый лук, тертый сыр;Закуски;Новый год 2024;https://eda.ru/recepty/zakuski/zakuska-iz-vjalenoj-govjadini-sira-24936
Закуска из жареных томатов и трав;помидоры черри, лук-шалот, красный перец хлопьями, бальзамический уксус, майоран, чиабатта, оливковое масло;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-zharenih-tomatov-trav-20501
Омлетная закуска с сельдью и сливочным сыром;куриное яйцо, картофель, сельдь, сливочный сыр, укроп, чеснок, растительное масло, молотый черный перец, морская соль;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/omletnaya-zakuska-s-seldyu-i-slivochnym-syrom-58570
Закуска из куриного фарша и сыра;куриная грудка, приправа для курицы, соль, лук, сушки, сыр;Закуски;Американская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kurinogo-farsha-i-syra-137489
Закуска из лаваша с мясным фаршем;армянский лаваш, фарш, репчатый лук, морковь, помидоры, зеленый салат, сыр, майонез, чеснок, зелень;Закуски;Армянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-lavasha-s-mjasnim-farshem-44013
Закуска из перепелиных яиц и семги;перепелиное яйцо, семга, огурцы, сливочный сыр, твердый сыр, красная икра, зелень;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-perepelinih-jaic-i-semgi-39201
Закуска из маринованных баклажанов и перцев гриль;баклажаны, укроп, петрушка, чеснок, вода, соль, сладкий перец, сахар, уксус 9%-ный;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-marinovannih-baklazhanov-i-percev-gril-41863
Закуска из фисташек и сушеной вишни;сушеная вишня, зеленые фисташки;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-fistashek-sushenoj-vishni-27839
Закуска из чипсов с ананасом и сыром;чипсы, консервированный ананас, сыр, майонез, молотый сушеный чеснок;Закуски;Авторская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-chipsov-s-ananasom-i-syrom-91541
Закуска из крабовых палочек, фаршированных сыром;крабовые палочки, твердый сыр, зеленый лук перья, чеснок, укроп, легкий майонез;Закуски;Авторская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krabovih-palochek-farshirovannih-sirom-37251
Закуска с крабами и авокадо по-тайски;сок лайма, корень имбиря, майонез, авокадо, белый хлеб, лимонная трава, мясо краба, молотый черный перец;Закуски;Тайская кухня;https://eda.ru/recepty/zakuski/zakuska-s-krabami-avokado-po-tajski-17171
Закуска из индейки с рыбным соусом;индейка, морковь, репчатый лук, сельдерей, лавровый лист, консервированный тунец в масле, каперсы, белое сухое вино, анчоусы, винный уксус, майонез, соль, молотый черный перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-indejki-s-ribnim-sousom-25011
Закуска из сладкого лука и кинзы;листья кинзы (кориандра), сладкий лук, зеленый лук, лайм;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-sladkogo-luka-kinzi-25830
Закуска из ароматных креветок с японским майонезом;вареные очищенные королевские креветки, лайм, свежий перец чили, васаби паста, майонез, зеленый лук, рисовый уксус;Закуски;Японская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-aromatnih-krevetok-s-japonskim-majonezom-26230
Кимчи (острая корейская закуска из капусты);вода, китайская капуста, репчатый лук, китайские груши, мелко рубленный чеснок, тертый корень имбиря , соль, сахар, рыбный соус, дайкон, зеленый лук, рисовая мука, соус кимчи;Закуски;Корейская кухня;https://eda.ru/recepty/zakuski/kimchi-ostraja-korejskaja-zakuska-iz-kapusti-31701
Закуска из сыра, помидоров и лука;сыр, помидоры, лук, сметана, майонез, петрушка, уксус 3%-ный, молотый черный перец, соль;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-syra-pomidorov-i-luka-126126
Закуска из макрелевого тунца (скумбрии) в маринаде;тунец, сладкий лук, красный сладкий перец, оливковое масло, лавровый лист, черный перец горошком, соль;Закуски;Испанская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-makrelevogo-tunca-skumbrii-v-marinade-31755
Закуска из сала с соусом из авокадо;авокадо, лимон, тертый сыр пармезан , творожный сыр, говяжий бекон, зеленый лук;Закуски;Авторская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-sala-s-sousom-iz-avokado-152262
Закуска из адыгейского сыра с соусом песто;адыгейский сыр, горчичное масло, свежемолотый черный перец, молотый перец чили, кунжут, зелень, песто, морская соль;Закуски;Авторская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-adygeyskogo-syra-s-sousom-pesto-173694
Закуска из черной фасоли, томатов и авокадо;черная консервированная  фасоль, римские помидоры, репчатый лук, авокадо, чеснок, рубленая кинза (кориандр), лайм, кукурузные чипсы;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-chernoj-fasoli-tomatov-avokado-24259
Закуска из макрелевого тунца (скумбрии) в маринаде;тунец, сладкий лук, красный сладкий перец, оливковое масло, лавровый лист, черный перец горошком, соль;Закуски;Испанская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-makrelevogo-tunca-skumbrii-v-marinade-31755
Закуска из артишоков и маслин по-итальянски;оливковое масло, красный лук, коричневый мягкий сахар, листья тмина, бальзамический уксус, дрожжевое слоеное тесто, консервированные артишоки, маслины без косточек;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-artishokov-maslin-po-italjanski-19806
Закуска из крабовых палочек с сыром и зеленью;крабовые палочки, твердый сыр, майонез, зеленый лук, укроп, чеснок;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krabovyh-palochek-s-syrom-i-zelenyu-81312
Слоеная грибная закуска с сырами и зеленым луком;свежие грибы, крекеры, сливочное масло, зеленый лук перья, сыр монтерей джек, творог, сыр чеддер, куриное яйцо, паприка, кайенский перец;Закуски;Сырные закуски;https://eda.ru/recepty/zakuski/sloenaja-gribnaja-zakuska-s-sirami-zelenim-lukom-25938
Закуска из свеклы с карамелизованным луком и фетой;яблочный уксус, свежемолотый черный перец, дижонская горчица, соль, оливковое масло, репчатый лук, консервированная мини свекла, кедровые орехи, сыр фета;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-svekli-s-karamelizovannim-lukom-fetoj-21457
Закуска из цукини, ветчины, базилика и рикотты;пшеничная мука, сливочное масло, куриное яйцо, молоко, морская соль, молотый черный перец, сыр рикотта, листья базилика, ветчина, цукини, растительное масло;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-cukini-vetchini-bazilika-rikotti-20684
Закуска из пармской ветчины, спаржи и шпината;зеленая спаржа, базилик, молодой шпинат, лимон, пармская ветчина, помидоры, сыр пармезан, оливковое масло, молотый черный перец, соль;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-parmskoy-vetchiny-sparzhi-i-shpinata-80697
Закуска к текиле из маринованных кусочков арбуза;арбуз, вода, чеснок, морская соль, сахар, черный перец горошком, уксус;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/zakuska-k-tekile-iz-marinovannyh-kusochkov-arbuza-80494
Закуска из баклажанов, огурца и сладкого перца;баклажаны, растительное масло, плавленый сырок, куриное яйцо, чеснок, майонез, сладкий перец, огурцы, оливки без косточек, соль, молотый черный перец;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-baklazhanov-ogurca-i-sladkogo-perca-48095
Горячая закуска из шпината и артишоков с сыром;замороженный шпинат, консервированные сердцевины артишоков, сыр рикотта, сметана, чеснок, майонез, соус чили, тертый сыр пармезан , сыр моцарелла;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/gorjachaja-zakuska-iz-shpinata-artishokov-s-sirom-25792
Сытная закуска из кабачков с сырно-чесночным соусом;кабачки, миндальная мука, твердый сыр, чеснок, сметана, майонез, соль, молотый черный перец;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/sytnaya-zakuska-iz-kabachkov-s-syrnochesnochnym-sousom-151358
Закуска из какао с бананом и винным уксусом;бананы, какао, винный уксус, специи, экстракт стевии, желатин;Закуски;;https://eda.ru/recepty/zakuski/zakuska-iz-kakao-s-bananom-i-vinnym-uksusom-125891
Пикантная закуска из тыквы и копченого тунца;тыква, лук, мякоть кокоса, копченый тунец, красный перец чили, лайм, соль;Закуски;Праздничные закуски;https://eda.ru/recepty/zakuski/pikantnaja-zakuska-iz-tikvi-i-kopchenogo-tunca-56570
Сырно-чесночная закуска из кабачка с кедровыми орешками;молодые кабачки, тертый сыр пармезан , чеснок, майонез, молотый перец чили, молотый черный перец, соль, песто, кедровые орехи;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/syrnochesnochnaya-zakuska-iz-kabachka-s-kedrovymi-oreshkami-152378
Горячая грибная закуска в винном соусе под сыром;свежие грибы, сливочное масло, репчатый лук, белое сухое вино, вода, картофельный крахмал, соль, сыр эдам, свежемолотый черный перец, свежий тимьян, чеснок, французский багет;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/gorjachaja-gribnaja-zakuska-v-vinnom-souse-pod-sirom-25133
Закуска из гребешков в ракушках под сырной корочкой;пшеничная мука, соль, карри, кайенский перец, морские гребешки, сливочное масло, свежие грибы, репчатый лук, белое сухое вино, коньяк, толченые сухари, тертый сыр грюйер , лимонный сок;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-grebeshkov-v-rakushkah-pod-sirnoj-korochkoj-30449
Быстрая закуска из фасоли под сырной корочкой;красная консервированная фасоль, соус сальса, консервированная фасоль пинто, зеленый лук, сыр чеддер;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/bistraja-zakuska-iz-fasoli-pod-sirnoj-korochkoj-28109
Закуска из копченого лосося со свежим огурцом;сметана 10%-ная, ржаной хлеб, греческий йогурт, укроп, копченый лосось, огурцы;Закуски;Средиземноморская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kopchenogo-lososja-so-svezhim-ogurcom-27907
Закуска из лосося с соусом тартар и розовым перцем;майонез, сметана, красный лук, рубленая петрушка, каперсы, розовый перец, филе лосося;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-lososja-s-sousom-tartar-rozovim-percem-20903
Теплая картофельная закуска с зеленым горошком, жареными томатами и укропом;картофель, помидоры черри, красный лук, оливковое масло extra virgin, замороженный зеленый горошек , вода, красный винный уксус, соль, молотый черный перец, укроп;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/teplaja-kartofelnaja-zakuska-s-zelenim-goroshkom-zharenimi-tomatami-ukropom-26518
Закуска из печеной тыквы с красным луком и розмарином;тыква сквош, оливковое масло extra virgin, красный лук, соль, свежий измельченный розмарин, кленовый сироп, дижонская горчица;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-pechenoj-tikvi-s-krasnim-lukom-rozmarinom-30322
Закуска из цукини со сметаной из кешью;кешью, морская соль, цукини, кайенский перец, паста тамаринда;Закуски;Вегетарианская еда;https://eda.ru/recepty/zakuski/zakuska-iz-cukini-so-smetanoj-iz-keshju-18942
Закуска из зеленого горошка, грибов и консерированных перцев;сливочное масло, стебель сельдерея, репчатый лук, замороженный зеленый горошек , консервированные шампиньоны, консервированный стручковый перец;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-zelenogo-goroshka-gribov-konserirovannih-percev-25930
Хрустящая закуска из пармской ветчины, пекорино и розмарина;тесто брик, пармская ветчина, свежий измельченный розмарин, сыр пекорино, свежемолотый черный перец;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/hrustjaschaja-zakuska-iz-parmskoj-vetchini-pekorino-rozmarina-26278
Закуска из бобов эдамам, кинзы и сока лайма;бобы эдамамэ, репчатый лук, рубленая кинза (кориандр), чеснок, лайм, мисо-паста, соевый соус, соус чили;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-bobov-jedamam-kinzi-soka-lajma-25437
Закуска из бобов фава с панчеттой в белом вине;оливковое масло, панчетта, репчатый лук, белое сухое вино, очищенные бобы фава, чеснок, соль, свежемолотый черный перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-bobov-fava-s-panchettoj-v-belom-vine-24867
Горячая закуска из карамелизованного лука, рикотты и пармезана;сливочное масло, сладкий лук, растительное масло, сыр рикотта, майонез, тертый сыр пармезан , свежемолотый белый перец;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/gorjachaja-zakuska-iz-karamelizovannogo-luka-rikotti-parmezana-25519
Закуска из жареного картофеля, крема и черной икры;пальчиковый картофель, оливковое масло, свежий розмарин , крем-фреш, черная икра;Закуски;Праздничные закуски;https://eda.ru/recepty/zakuski/zakuska-iz-zharenogo-kartofelja-krema-chernoj-ikri-20505
Рыбная закуска в тарталетках;тарталетки, консервированная скумбрия, консервированная кукуруза, молотый черный перец, зелень, соль;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/ribnaja-zakuska-v-tartaletkah-26237
Закуска из копченой индейки с сырным соусом и гренками;копченая индейка, сыр пармезан, сыр филадельфия, сыр маскарпоне, зелень, оливковая паста, лимон, сливки, хлеб для тостов, соль, молотый черный перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kopchenoj-indejki-s-sirnim-sousom-i-grenkami-25013
Теплая закуска из морской капусты и креветок в мультиварке;морковь, морская капуста, помидоры, вода, оливковое масло, соль, специи, тарталетки, креветки;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/teplaja-zakuska-iz-morskoj-kapusti-i-krevetok-v-multivarke-redmond-m4502-39818
Летняя легкая закуска из курицы, зелени и моцареллы;красные помидоры черри , салатная смесь «еда», кешью жареный, сыр моцарелла, куриное филе, оливковое масло, молотый черный перец, соль, соевый соус;Закуски;Авторская кухня;https://eda.ru/recepty/zakuski/letnjaja-legkaja-zakuska-iz-kurici-zeleni-mocarelli-28663
Остро-сладкая закуска с творогом, авокадо и карамелизированной грушей;творог, авокадо, сметана 15%-ная, укроп, груши, сахар, перец чили хлопьями, соль, зерна граната, кедровые орехи, крекеры;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/ostro-sladkaya-zakuska-s-tvorogom-avokado-i-karamelizirovannoy-grushey-137724
Холодная закуска из копченого лосося с творожным сыром;копченый лосось, сельдерей, укроп, сливки, лимонная цедра, лимонный сок, молотый черный перец, соль, хрен, творог, творожный сыр, желатин;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/holodnaja-zakuska-iz-kopchenogo-lososja-s-tvorozhnim-sirom-23196
Закуска «Янтарные капли»;куриное яйцо, куриное филе, куриный бульон, желатин, морковь, консервированная кукуруза, рубленая петрушка;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-quot-jantarnie-kapli-quot-20375
Клюквенно-гранатовая закуска;лук-шалот, свежая клюква, растительное масло, гранатовый сок, коричневый сахар, крупная соль, свежемолотый черный перец, зерна граната;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/kljukvenno-granatovaja-zakuska-29716
Горячая закуска с баклажанами;баклажаны, помидоры, чеснок, майонез, лук;Закуски;Грузинская кухня;https://eda.ru/recepty/zakuski/gorjachaja-zakuska-s-baklazhanami-32947
Закуска сливочная с семгой;сливочный сыр, слабосоленая семга, тертый хрен, зелень, специи;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-slivochnaja-s-semgoj-30328
Томатно-кокосовая закуска;кокос, помидоры, базилик, оливковое масло, морская соль, молотый черный перец;Закуски;Веганская еда;https://eda.ru/recepty/zakuski/tomatno-kokosovaja-zakuska-18940
Клюквенно-гранатовая закуска;лук-шалот, свежая клюква, растительное масло, гранатовый сок, коричневый сахар, крупная соль, свежемолотый черный перец, зерна граната;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/kljukvenno-granatovaja-zakuska-29716
Томатно-кокосовая закуска;кокос, помидоры, базилик, оливковое масло, морская соль, молотый черный перец;Закуски;Веганская еда;https://eda.ru/recepty/zakuski/tomatno-kokosovaja-zakuska-18940
Свекольная закуска с грибами;репчатый лук, свекла, растительное масло, чеснок, сахар, уксус, соль, молотый черный перец, свежие грибы;Закуски;Холодные закуски;https://eda.ru/recepty/zakuski/svekolnaja-zakuska-s-gribami-25928
Закуска под текилу;джикама, апельсины, огурцы, лайм, соль, порошок чили, манго, перец чили, сок лайма, свежая мята;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/zakuska-pod-tekilu-93200
Луковая закуска «Студенческая»;репчатый лук, сосиски, кетчуп, майонез, растительное масло;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/lukovaja-zakuska-studencheskaja-31592
Закуска из подкопченной форели и творога на ржаных хлебцах;слабосоленая подкопченная форель, мягкий творог, молотый черный перец, молотый сушеный чеснок, соль, петрушка сушеная, ржаные хлебцы, огурцы;Закуски;Югославская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-podkopchennoj-foreli-i-tvoroga-na-rzhanih-hlebcah-34839
Закуска из маринованной тыквы;тыква, яблочный уксус, сахар, соль, вода, черный перец горошком;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-marinovannoj-tikvi-40343
Морковная закуска с изюмом и кумином;морковь, белый винный уксус, крупная соль, свежемолотый черный перец, молотый кумин (зира) , красный перец хлопьями, оливковое масло extra virgin, изюм;Закуски;Низкокалорийная еда;https://eda.ru/recepty/zakuski/morkovnaja-zakuska-s-izjumom-kuminom-29003
Закуска из устриц;толченые сухари, куриное яйцо, молоко, сливки, лимонный сок, вустерширский соус, рубленая петрушка, свежие очищенные устрицы;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-ustric-20407
Клюквенно-ананасовая закуска;свежая клюква, апельсины, ананас, мед, коричневый сахар, крупная соль, свежемолотый черный перец;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/kljukvenno-ananasovaja-zakuska-29721
Коктейльные креветки (закуска);креветки, чеснок, соус терияки, помидоры, красный лук, авокадо, петрушка, лимон, оливковое масло, творожный сыр, укроп, сметана;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/kokteylnye-krevetki-zakuska-104264
Закуска из нута, чеснока и мяты;консервированный нут, чеснок, лимонный сок, оливковое масло extra virgin, свежая мята, крупная соль, молотый черный перец;Закуски;Веганская еда;https://eda.ru/recepty/zakuski/zakuska-iz-nuta-chesnoka-i-mjati-34554
Закуска из креветок с авокадо;авокадо, крекеры из непросеянной муки, очищенные вареные креветки, лайм, свежемолотый белый перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krevetok-s-avokado-27838
Ароматная клюквенная закуска с кумкватом;свежая клюква, апельсины, кумкват, измельченные орехи пекан, сахар, зерна граната, апельсиновые цукаты;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/aromatnaja-kljukvennaja-zakuska-s-kumkvatom-29718
Закуска из креветок с авокадо;авокадо, крекеры из непросеянной муки, очищенные вареные креветки, лайм, свежемолотый белый перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krevetok-s-avokado-27838
Ароматная клюквенная закуска с кумкватом;свежая клюква, апельсины, кумкват, измельченные орехи пекан, сахар, зерна граната, апельсиновые цукаты;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/aromatnaja-kljukvennaja-zakuska-s-kumkvatom-29718
Закуска из зеленого горошка с луком и панчеттой в белом вине;оливковое масло, панчетта, репчатый лук, белое сухое вино, зеленый горошек, чеснок, соль, свежемолотый черный перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-zelenogo-goroshka-s-lukom-panchettoj-v-belom-vine-24878
Закуска из фаршированных козьим сыром наваррских перцев пикийо;мягкий козий сыр, очищенный консервированный перец пикийо, чеснок, горчичное масло, морская соль, молотый черный перец;Закуски;Испанская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-farshirovannih-kozim-sirom-navarrskih-percev-pikijo-23872
Теплая закуска из маслин и оливок с фенхелем, чесноком и цедрой апельсина;оливки без косточек, маслины без косточек, вода, оливковое масло, листья тмина, чеснок, семена фенхеля, цедра апельсина, белый винный уксус;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/teplaja-zakuska-iz-maslin-olivok-s-fenhelem-chesnokom-cedroj-apelsina-21455
Закуска из курицы с чесноком, майонезом и грецкими орехами «Елочные шары»;филе куриной грудки, сыр, зелень, грецкие орехи, чеснок, майонез, оливки;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kurici-s-chesnokom-majonezom-i-greckimi-orehami-elochnie-shari-48014
Горячая закуска с курицей и грибами;соль, майонез, сметана, сливочное масло, растительное масло, шампиньоны, куриная грудка;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/gorjachaja-zakuska-s-kuricej-gribami-16795
Масляная закуска-украшение с эстрагоном;сливочное масло, листья эстрагона, белый винный уксус, лимон, соль, петрушка;Закуски;Авторская кухня;https://eda.ru/recepty/zakuski/masljanaja-zakuska-ukrashenie-s-jestragonom-15820
Закуска из малосольного сига;филе сига, крупная соль, сахар, водка, укроп, жирная сметана, уксус, сметана, гренки, репчатый лук, лимонный сок, зеленый салат;Закуски;Эстонская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-malosolnogo-siga-151614
Закуска из кабачков и творога;кабачки, творог, куриное яйцо;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kabachkov-tvoroga-30211
Рыбная закуска на хлебе;красная рыба, сливочное масло, зелень, белый хлеб;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/ribnaja-zakuska-na-hlebe-40536
Тыквенная закуска с рикоттой и маслинами;сыр рикотта, тыквенное пюре, смесь специй тако, молотый сушеный чеснок, сушеная говядина, красный сладкий перец, зеленый сладкий перец, маслины без косточек;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/tikvennaja-zakuska-s-rikottoj-maslinami-25937
Закуска из консервированной рыбы и яиц;куриное яйцо, репчатый лук, майонез, горбуша консервированная в собственном соку;Закуски;Голландская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-konservirovannoj-ribi-i-jaic-35647
Сырная закуска на Хеллоуин;сливочный сыр, козий сыр, молотый черный перец, мак, маслины без косточек, черный перец горошком, песто, чипсы;Закуски;Британская кухня;https://eda.ru/recepty/zakuski/sirnaja-zakuska-na-hellouin-34415
Закуска из кабачков с грецкими орехами;кабачки, гороховая мука, грецкие орехи, чеснок, репчатый лук, оливковое масло, твердый сыр, сметана 25%-ная, маринованные огурцы, лимон, соль;Закуски;Греческая кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kabachkov-s-greckimi-orehami-34325
Закуска из свинины с дыней и фигой;копченая ветчина, дыня, инжир, мед, петрушка, соль, розовый перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-svinini-s-dinej-figoj-25014
Быстрая закуска с копченым лососем и хреном;пумперникель, сливочный хрен, копченый лосось, укроп;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/bistraja-zakuska-s-kopchenim-lososem-hrenom-27836
Закуска из цукини, перцев и помидор;молодые цукини, оливковое масло extra virgin, желтый сладкий перец, помидоры черри, чеснок, крупная соль, свежемолотый черный перец;Закуски;Греческая кухня;https://eda.ru/recepty/zakuski/zakuska-iz-cukini-percev-pomidor-28786
Сырно-яичные шарики (Французская закуска);яичный белок, твердый сыр, пшеничная мука, растительное масло, петрушка, молотый черный перец, соль;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/sirno-jaichnie-shariki-francuzskaja-zakuska-35815
Закуска из авокадо на чипсах;очищенные креветки, авокадо, лимонный сок, красный лук, твердый сыр, петрушка, легкий майонез, молотый красный перец, соль, чипсы;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-avokado-na-chipsah-28408
Закуска из цукини и тыквы с мятой;оливковое масло extra virgin, чеснок, репчатый лук, тыква сквош, молодые цукини, красный перец хлопьями, лимонный сок, крупная соль, свежемолотый черный перец, измельченные листья мяты;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-cukini-tikvi-s-mjatoj-28900
Закуска из цукини с кукурузой и базиликом;початки кукурузы, оливковое масло extra virgin, молодые цукини, чеснок, крупная соль, свежемолотый черный перец, листья базилика, белый винный уксус;Закуски;Югославская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-cukini-s-kukuruzoj-bazilikom-28881
Закуска из печеного винограда и йогурта;виноград, оливковое масло extra virgin, крупная соль, свежемолотый черный перец, натуральный обезжиренный йогурт ;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-pechenogo-vinograda-jogurta-28505
Теплая закуска из кальмаров и кукурузы;консервированная кукуруза, кальмары, репчатый лук, сливочное масло;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/teplaja-zakuska-iz-kalmarov-kukuruzi-31091
